date,open_sandp_500,high_sandp_500,low_sandp_500,close_sandp_500,volume_sandp_500,value_fed_rate,open_gold_price,high_gold_price,low_gold_price,close_gold_price,volume_gold_price,value_oil_price,open_dow_jone,high_dow_jone,low_dow_jone,close_dow_jone,volume_dow_jone
2016-02-17,1898.8,1930.68,1898.8,1926.82,5.01154E9,0.37,1209.6,1239.2,1201.6,1226.1,315.0,0.37,16217.98,16486.12,16217.98,16453.83,1.2408E8
2016-02-18,1927.57,1930.0,1915.09,1917.83,4.43649E9,0.38,1230.8,1232.8,1221.8,1230.4,76.0,0.38,16483.76,16511.84,16390.43,16413.43,1.0495E8
2016-02-19,1916.74,1918.78,1902.17,1917.78,4.14285E9,0.38,1226.1,1226.1,1203.0,1209.5,280.0,0.38,16410.96,16410.96,16278.0,16391.99,1.3434E8
2016-02-22,1924.44,1946.7,1924.44,1945.5,4.05471E9,0.38,1207.4,1226.1,1207.4,1222.3,351.0,0.38,16417.13,16664.24,16417.13,16620.66,1.0224E8
2016-02-23,1942.38,1942.38,1919.44,1921.27,3.89065E9,0.38,1230.0,1250.1,1230.0,1238.7,111.0,0.38,16610.39,16610.39,16403.53,16431.78,9.817E7
2016-02-24,1917.56,1932.08,1891.0,1929.8,4.31725E9,0.38,1239.4,1241.5,1235.0,1238.2,1349.0,0.38,16418.84,16507.39,16165.86,16484.99,9.362E7
2016-02-25,1931.87,1951.83,1925.41,1951.7,4.11821E9,0.37,1232.4,1239.1,1212.2,1219.8,656.0,0.37,16504.38,16697.98,16458.42,16697.29,9.412E7
2016-02-26,1954.95,1962.96,1945.78,1948.05,4.34851E9,0.37,1218.6,1241.0,1218.6,1233.9,580.0,0.37,16712.7,16795.98,16623.91,16639.97,9.848E7
2016-02-29,1947.13,1958.27,1931.81,1932.23,4.58818E9,0.29,1240.5,1248.4,1229.0,1230.3,477.0,0.29,16634.15,16726.12,16510.4,16516.5,1.2622E8
2016-03-01,1937.09,1978.35,1937.09,1978.35,4.81975E9,0.36,1232.8,1242.6,1226.0,1241.1,267.0,0.36,16545.67,16865.56,16545.67,16865.08,1.0505E8
2016-03-02,1976.6,1986.51,1968.8,1986.45,4.66661E9,0.37,1238.4,1267.9,1238.0,1257.4,123.0,0.37,16851.17,16900.17,16766.32,16899.32,1.0447E8
2016-03-03,1985.6,1993.69,1977.37,1993.4,5.0817E9,0.37,1263.0,1279.9,1250.9,1269.9,268.0,0.37,16896.17,16944.31,16820.73,16943.9,9.111E7
2016-03-04,1994.01,2009.13,1986.77,1999.99,6.04993E9,0.36,1259.8,1272.3,1259.7,1263.2,67.0,0.36,16945.0,17062.38,16898.84,17006.77,1.0691E8
2016-03-07,1996.11,2006.12,1989.38,2001.76,4.96818E9,0.36,1268.7,1276.3,1261.0,1262.1,43.0,0.36,16991.29,17099.25,16940.48,17073.95,1.0029E8
2016-03-08,1996.88,1996.88,1977.43,1979.26,4.64165E9,0.36,1254.5,1260.0,1244.8,1256.6,79.0,0.36,17050.67,17072.79,16921.51,16964.1,1.0838E8
2016-03-09,1981.44,1992.69,1979.84,1989.26,4.03812E9,0.36,1250.0,1273.0,1237.5,1272.0,119.0,0.36,16969.17,17048.5,16947.94,17000.36,1.1669E8
2016-03-10,1990.97,2005.08,1969.25,1989.57,4.37679E9,0.36,1270.0,1280.7,1249.4,1258.7,87.0,0.36,17006.05,17130.11,16821.86,16995.13,1.1757E8
2016-03-11,1994.71,2022.37,1994.71,2022.19,4.07862E9,0.36,1256.0,1258.0,1234.5,1244.4,58.0,0.36,17014.99,17220.09,17014.99,17213.31,1.2342E8
2016-03-14,2019.27,2024.57,2012.05,2019.64,3.48785E9,0.36,1228.3,1236.0,1228.0,1230.4,37.0,0.36,17207.49,17275.07,17161.16,17229.13,9.635E7
2016-03-15,2015.27,2015.94,2005.23,2015.93,3.56028E9,0.37,1229.5,1263.8,1228.9,1229.3,45.0,0.37,17217.15,17251.7,17120.35,17251.53,9.283E7
2016-03-16,2014.24,2032.02,2010.04,2027.22,4.05702E9,0.37,1261.5,1270.1,1255.9,1264.5,27.0,0.37,17249.34,17379.18,17204.07,17325.76,1.1871E8
2016-03-17,2026.9,2046.24,2022.16,2040.59,4.53048E9,0.37,1257.1,1264.4,1251.5,1253.8,542.0,0.37,17321.38,17529.01,17297.65,17481.49,1.1799E8
2016-03-18,2041.16,2052.36,2041.16,2049.58,6.50314E9,0.37,1256.2,1256.2,1243.4,1243.8,1061.0,0.37,17481.49,17620.58,17481.49,17602.3,3.2123E8
2016-03-21,2047.88,2053.91,2043.14,2051.6,3.3766E9,0.37,1244.0,1252.4,1243.8,1248.2,20.0,0.37,17589.7,17644.97,17551.28,17623.87,8.441E7
2016-03-22,2048.64,2056.6,2040.57,2049.8,3.41846E9,0.37,1247.7,1247.7,1218.6,1223.7,28.0,0.37,17602.71,17648.94,17540.42,17582.57,9.545E7
2016-03-23,2048.55,2048.55,2034.86,2036.71,3.63951E9,0.37,1214.2,1221.4,1214.2,1221.4,13.0,0.37,17588.81,17588.81,17486.27,17502.59,8.424E7
2016-03-24,2032.48,2036.04,2022.49,2035.94,3.40772E9,0.37,1211.5,1222.2,1210.0,1219.9,33.0,0.37,17485.33,17517.14,17399.01,17515.73,8.41E7
2016-03-28,2037.89,2042.67,2031.96,2037.05,2.80909E9,0.37,1217.8,1235.6,1217.7,1235.6,189732.0,0.37,17526.08,17583.81,17493.03,17535.39,7.046E7
2016-03-29,2035.75,2055.91,2028.31,2055.01,3.82233E9,0.37,1241.4,1245.0,1223.4,1226.9,48248.0,0.37,17512.58,17642.81,17434.27,17633.11,8.616E7
2016-03-30,2058.27,2072.21,2058.27,2063.95,3.59031E9,0.37,1225.6,1239.6,1224.5,1234.2,3377.0,0.37,17652.36,17790.11,17652.36,17716.66,7.933E7
2016-03-31,2063.77,2067.92,2057.46,2059.74,3.71528E9,0.25,1232.3,1235.2,1209.2,1222.2,1602.0,0.25,17716.05,17755.7,17669.72,17685.09,1.026E8
2016-04-01,2056.62,2075.07,2043.98,2072.78,3.74999E9,0.37,1221.7,1222.3,1215.0,1218.0,2038.0,0.37,17661.74,17811.48,17568.02,17792.75,1.0489E8
2016-04-04,2073.19,2074.02,2062.57,2066.13,3.48571E9,0.37,1215.4,1236.7,1215.4,1228.4,477.0,0.37,17799.39,17806.38,17710.67,17737.0,8.523E7
2016-04-05,2062.5,2062.5,2042.56,2045.17,4.15492E9,0.37,1230.4,1230.4,1217.6,1222.5,248.0,0.37,17718.03,17718.03,17579.56,17603.32,1.1523E8
2016-04-06,2045.56,2067.33,2043.09,2066.66,3.7508E9,0.37,1224.8,1242.9,1224.6,1236.2,375.0,0.37,17605.45,17723.55,17542.54,17716.05,9.941E7
2016-04-07,2063.01,2063.01,2033.8,2041.91,3.80125E9,0.37,1241.0,1242.8,1232.0,1242.5,409.0,0.37,17687.28,17687.28,17484.23,17541.96,9.012E7
2016-04-08,2045.54,2060.63,2041.69,2047.6,3.35953E9,0.37,1241.5,1258.7,1241.5,1256.7,437.0,0.37,17555.39,17694.51,17528.16,17576.96,7.999E7
2016-04-11,2050.23,2062.93,2041.88,2041.99,3.56784E9,0.37,1260.0,1261.7,1253.7,1259.4,185.0,0.37,17586.48,17731.63,17555.9,17556.41,1.071E8
2016-04-12,2043.72,2065.05,2039.74,2061.72,4.23974E9,0.37,1256.5,1256.9,1241.3,1246.8,203.0,0.37,17571.34,17744.43,17553.57,17721.25,8.102E7
2016-04-13,2065.92,2083.18,2065.92,2082.42,4.19183E9,0.37,1231.4,1243.7,1224.5,1225.0,264.0,0.37,17741.66,17918.35,17741.66,17908.28,9.171E7
2016-04-14,2082.89,2087.84,2078.13,2082.78,3.76587E9,0.37,1225.7,1235.0,1225.7,1233.1,97.0,0.37,17912.25,17962.14,17885.44,17926.43,8.451E7
2016-04-15,2083.1,2083.22,2076.31,2080.73,3.70145E9,0.37,1238.7,1241.1,1232.2,1233.6,304.0,0.37,17925.95,17937.65,17867.41,17897.46,1.1816E8
2016-04-18,2078.83,2094.66,2073.65,2094.34,3.31688E9,0.37,1231.6,1256.2,1228.8,1253.0,386.0,0.37,17890.2,18009.53,17848.22,18004.16,8.939E7
2016-04-19,2096.05,2104.05,2091.68,2100.8,3.89683E9,0.37,1256.1,1256.1,1243.0,1253.2,180.0,0.37,18012.1,18103.46,17984.43,18053.6,8.982E7
2016-04-20,2101.52,2111.05,2096.32,2102.4,4.18488E9,0.37,1247.7,1270.6,1247.6,1249.0,124.0,0.37,18059.49,18167.63,18031.21,18096.27,1.0021E8
2016-04-21,2102.09,2103.78,2088.52,2091.48,4.17529E9,0.37,1248.5,1248.5,1228.0,1228.7,188.0,0.37,18092.84,18107.29,17963.89,17982.52,1.0272E8
2016-04-22,2091.49,2094.32,2081.2,2091.58,3.79058E9,0.37,1231.6,1240.9,1231.6,1238.9,442.0,0.37,17985.05,18026.85,17909.89,18003.75,1.3412E8
2016-04-25,2089.37,2089.37,2077.52,2087.79,3.31974E9,0.37,1239.8,1244.2,1233.0,1242.2,97.0,0.37,17990.94,17990.94,17855.55,17977.24,8.377E7
2016-04-26,2089.84,2096.87,2085.8,2091.7,3.55719E9,0.37,1248.6,1249.5,1248.6,1249.2,547.0,0.37,17987.38,18043.77,17934.17,17990.32,9.257E7
2016-04-27,2092.33,2099.89,2082.31,2095.15,4.10011E9,0.37,1245.9,1270.1,1238.5,1265.5,887.0,0.37,17996.14,18084.66,17920.26,18041.55,1.0909E8
2016-04-28,2090.93,2099.3,2071.62,2075.81,4.30984E9,0.37,1267.3,1295.5,1267.2,1289.2,464.0,0.37,18023.88,18035.73,17796.55,17830.76,1.0092E8
2016-04-29,2071.82,2073.85,2052.28,2065.3,4.70472E9,0.3,1292.1,1304.4,1290.4,1294.7,192.0,0.3,17813.09,17814.83,17651.98,17773.64,1.3667E8
2016-05-02,2067.17,2083.42,2066.11,2081.43,3.84111E9,0.37,1292.7,1301.5,1284.5,1290.7,151.0,0.37,17783.78,17912.35,17773.71,17891.16,8.01E7
2016-05-03,2077.18,2077.18,2054.89,2063.37,4.17339E9,0.37,1286.9,1290.0,1273.0,1273.3,109.0,0.37,17870.75,17870.75,17670.88,17750.91,9.706E7
2016-05-04,2060.3,2060.3,2045.55,2051.12,4.05856E9,0.37,1282.9,1286.0,1270.8,1271.4,330.0,0.37,17735.02,17738.06,17609.01,17651.26,9.502E7
2016-05-05,2052.95,2060.23,2045.77,2050.63,4.00853E9,0.37,1278.6,1295.6,1276.9,1292.9,305.0,0.37,17664.48,17736.11,17615.82,17660.71,8.153E7
2016-05-06,2047.77,2057.72,2039.45,2057.14,3.79635E9,0.37,1286.5,1286.5,1262.3,1265.6,341.0,0.37,17650.3,17744.54,17580.38,17740.63,8.002E7
2016-05-09,2057.55,2064.15,2054.31,2058.69,3.78862E9,0.37,1265.1,1267.4,1258.7,1263.9,23.0,0.37,17743.85,17783.16,17668.38,17705.91,8.559E7
2016-05-10,2062.63,2084.87,2062.63,2084.39,3.6002E9,0.37,1266.9,1279.2,1266.9,1274.6,50.0,0.37,17726.66,17934.61,17726.66,17928.35,7.579E7
2016-05-11,2083.29,2083.29,2064.46,2064.46,3.82198E9,0.37,1267.0,1281.2,1264.0,1270.3,101.0,0.37,17919.03,17919.03,17711.05,17711.12,8.739E7
2016-05-12,2067.17,2073.99,2053.13,2064.11,3.78239E9,0.37,1271.4,1275.7,1264.6,1271.9,66.0,0.37,17711.12,17798.19,17625.38,17720.5,8.856E7
2016-05-13,2062.5,2066.79,2043.13,2046.61,3.57988E9,0.37,1272.8,1287.8,1272.8,1273.4,44.0,0.37,17711.12,17734.74,17512.48,17535.32,8.664E7
2016-05-16,2046.53,2071.88,2046.53,2066.66,3.50136E9,0.37,1272.5,1281.6,1270.8,1276.2,16.0,0.37,17531.76,17755.8,17531.76,17710.71,8.844E7
2016-05-17,2065.04,2065.69,2040.82,2047.21,4.10896E9,0.37,1276.4,1276.4,1256.8,1273.7,17.0,0.37,17701.46,17701.46,17469.92,17529.98,1.0326E8
2016-05-18,2044.38,2060.61,2034.49,2047.63,4.10132E9,0.37,1248.0,1255.5,1247.5,1254.2,69.0,0.37,17501.28,17636.22,17418.21,17526.62,7.912E7
2016-05-19,2044.21,2044.21,2025.91,2040.04,3.84677E9,0.37,1256.6,1256.6,1252.4,1252.4,44.0,0.37,17514.16,17514.16,17331.07,17435.4,9.553E7
2016-05-20,2041.88,2058.35,2041.88,2052.32,3.50765E9,0.37,1251.6,1251.6,1247.5,1251.1,56.0,0.37,17437.32,17571.75,17437.32,17500.94,1.1199E8
2016-05-23,2052.23,2055.58,2047.26,2048.04,3.05548E9,0.37,1240.0,1240.0,1228.2,1228.9,20.0,0.37,17507.04,17550.7,17480.05,17492.93,8.779E7
2016-05-24,2052.65,2079.67,2052.65,2076.06,3.62734E9,0.37,1219.3,1223.5,1218.6,1223.5,5.0,0.37,17525.19,17742.59,17525.19,17706.05,8.648E7
2016-05-25,2078.93,2094.73,2078.93,2090.54,3.85916E9,0.37,1232.6,1232.6,1220.1,1220.1,199778.0,0.37,17735.09,17891.71,17735.09,17851.51,7.918E7
2016-05-26,2091.44,2094.3,2087.08,2090.1,3.23099E9,0.37,1220.3,1223.2,1206.4,1213.8,63739.0,0.37,17859.52,17888.66,17803.82,17828.29,6.894E7
2016-05-27,2090.06,2099.06,2090.06,2099.06,3.07915E9,0.37,1212.5,1217.6,1199.0,1214.8,6432.0,0.37,17826.85,17873.22,17824.73,17873.22,7.319E7
2016-05-31,2100.13,2103.48,2088.66,2096.95,4.51441E9,0.29,1215.7,1219.8,1205.4,1211.9,2717.0,0.29,17891.5,17899.24,17724.03,17787.2,1.4739E8
2016-06-01,2093.94,2100.97,2085.1,2099.33,3.52517E9,0.37,1212.4,1217.0,1209.6,1209.8,1627.0,0.37,17754.55,17809.18,17664.79,17789.67,7.853E7
2016-06-02,2097.71,2105.26,2088.59,2105.26,3.63272E9,0.37,1209.1,1244.5,1206.4,1240.1,1622.0,0.37,17789.05,17838.56,17703.55,17838.56,7.556E7
2016-06-03,2104.07,2104.07,2085.36,2099.13,3.62778E9,0.37,1244.4,1247.3,1240.0,1244.6,1135.0,0.37,17799.8,17833.17,17689.68,17807.06,8.227E7
2016-06-06,2100.83,2113.36,2100.83,2109.41,3.44202E9,0.37,1244.0,1244.9,1236.5,1244.4,281.0,0.37,17825.69,17949.68,17822.81,17920.33,7.187E7
2016-06-07,2110.18,2119.22,2110.18,2112.13,3.53473E9,0.37,1247.6,1264.0,1247.3,1259.8,406.0,0.37,17936.22,18003.23,17936.22,17938.28,7.875E7
2016-06-08,2112.71,2120.55,2112.71,2119.12,3.56206E9,0.37,1262.5,1271.4,1258.1,1270.2,381.0,0.37,17931.91,18016.0,17931.91,18005.05,7.126E7
2016-06-09,2115.65,2117.64,2107.73,2115.48,3.29032E9,0.37,1267.6,1278.0,1265.3,1273.4,397.0,0.37,17969.98,18005.22,17915.88,17985.19,6.969E7
2016-06-10,2109.57,2109.57,2089.96,2096.07,3.51501E9,0.37,1276.2,1287.3,1273.0,1284.4,328.0,0.37,17938.82,17938.82,17812.34,17865.34,9.054E7
2016-06-13,2091.75,2098.12,2078.46,2079.06,3.39203E9,0.37,1281.8,1289.7,1277.8,1285.6,554.0,0.37,17830.5,17893.28,17731.35,17732.48,1.0169E8
2016-06-14,2076.65,2081.3,2064.1,2075.32,3.75977E9,0.37,1284.6,1296.2,1278.8,1285.8,162.0,0.37,17710.77,17733.92,17595.79,17674.82,9.374E7
2016-06-15,2077.6,2085.65,2069.8,2071.5,3.54472E9,0.37,1296.3,1316.4,1281.1,1296.1,251.0,0.37,17703.65,17762.96,17629.01,17640.17,9.413E7
2016-06-16,2066.36,2079.62,2050.37,2077.99,3.62828E9,0.38,1280.3,1300.1,1280.3,1292.5,129.0,0.38,17602.23,17754.91,17471.29,17733.1,9.195E7
2016-06-17,2078.2,2078.2,2062.84,2071.22,4.95263E9,0.38,1288.9,1291.2,1280.3,1290.0,153.0,0.38,17733.44,17733.44,17602.78,17675.16,2.4868E8
2016-06-20,2075.58,2100.66,2075.58,2083.25,3.46744E9,0.38,1293.9,1293.9,1266.3,1270.5,134.0,0.38,17736.87,17946.36,17736.87,17804.87,9.938E7
2016-06-21,2085.19,2093.66,2083.02,2088.9,3.23288E9,0.38,1267.0,1269.2,1264.9,1268.0,53.0,0.38,17827.33,17877.84,17799.8,17829.73,8.513E7
2016-06-22,2089.75,2099.71,2084.36,2085.45,3.16816E9,0.38,1263.4,1270.5,1255.2,1261.2,218.0,0.38,17832.67,17920.16,17770.36,17780.83,8.944E7
2016-06-23,2092.8,2113.32,2092.8,2113.32,3.29794E9,0.39,1253.7,1355.6,1253.7,1320.0,694.0,0.39,17844.11,18011.07,17844.11,18011.07,9.807E7
2016-06-24,2103.81,2103.81,2032.57,2037.41,7.59745E9,0.4,1330.0,1331.7,1320.0,1322.5,92.0,0.4,17946.63,17946.63,17356.34,17400.75,2.39E8
2016-06-27,2031.45,2031.45,1991.68,2000.54,5.43122E9,0.41,1314.8,1315.6,1314.1,1315.3,1072.0,0.41,17355.21,17355.21,17063.08,17140.24,1.3874E8
2016-06-28,2006.67,2036.09,2006.67,2036.09,4.38581E9,0.41,1311.6,1327.4,1311.6,1323.9,414.0,0.41,17190.51,17409.72,17190.51,17409.72,1.1219E8
2016-06-29,2042.69,2073.13,2042.69,2070.77,4.24174E9,0.41,1315.8,1323.5,1314.5,1318.4,560.0,0.41,17456.02,17704.51,17456.02,17694.68,1.0638E8
2016-06-30,2073.17,2098.94,2070.0,2098.86,4.62282E9,0.3,1324.5,1344.2,1321.9,1336.7,137.0,0.3,17712.76,17930.61,17711.8,17929.99,1.3303E8
2016-07-01,2099.34,2108.71,2097.9,2102.95,3.45889E9,0.41,1342.2,1356.8,1339.7,1356.4,90.0,0.41,17924.24,18002.38,17916.91,17949.37,8.216E7
2016-07-05,2095.05,2095.05,2080.86,2088.55,3.65838E9,0.4,1359.0,1374.9,1359.0,1364.9,130.0,0.4,17904.45,17904.45,17785.28,17840.62,1.0365E8
2016-07-06,2084.43,2100.72,2074.02,2099.73,3.90938E9,0.4,1366.8,1368.6,1350.5,1360.1,207.0,0.4,17807.47,17926.91,17713.45,17918.62,9.3E7
2016-07-07,2100.42,2109.08,2089.39,2097.9,3.60455E9,0.4,1361.3,1365.8,1335.0,1356.6,249.0,0.4,17924.24,17984.95,17816.65,17895.88,8.157E7
2016-07-08,2106.97,2131.71,2106.97,2129.9,3.6075E9,0.4,1371.7,1371.8,1353.0,1355.0,26.0,0.4,17971.22,18166.77,17971.22,18146.74,9.346E7
2016-07-11,2131.72,2143.16,2131.72,2137.16,3.25334E9,0.4,1353.6,1356.0,1330.3,1334.1,252.0,0.4,18161.53,18283.9,18161.53,18226.93,8.088E7
2016-07-12,2139.5,2155.4,2139.5,2152.14,4.09782E9,0.4,1341.5,1342.4,1336.7,1342.4,7.0,0.4,18259.12,18371.95,18259.12,18347.67,9.017E7
2016-07-13,2153.81,2156.45,2146.21,2152.43,3.50232E9,0.4,1341.4,1341.4,1322.7,1331.3,20.0,0.4,18356.78,18390.16,18315.76,18372.12,8.092E7
2016-07-14,2157.88,2168.99,2157.88,2163.75,3.46561E9,0.4,1333.7,1333.7,1322.9,1326.5,52.0,0.4,18414.3,18537.57,18414.3,18506.41,8.705E7
2016-07-15,2165.13,2169.05,2155.79,2161.74,3.1226E9,0.4,1327.5,1335.0,1326.2,1328.4,54.0,0.4,18508.88,18557.43,18471.62,18516.55,1.2369E8
2016-07-18,2162.04,2168.35,2159.63,2166.89,3.00931E9,0.4,1328.5,1333.2,1326.4,1331.5,322.0,0.4,18521.55,18556.13,18489.84,18533.05,7.554E7
2016-07-19,2163.79,2164.63,2159.01,2163.78,2.96834E9,0.4,1331.0,1337.5,1315.5,1318.8,751.0,0.4,18503.12,18562.53,18495.11,18559.01,8.584E7
2016-07-20,2166.1,2175.63,2164.89,2173.02,3.21186E9,0.4,1312.8,1330.5,1312.8,1330.5,318.0,0.4,18582.7,18622.01,18555.65,18595.03,9.323E7
2016-07-21,2172.91,2174.56,2159.75,2165.17,3.4389E9,0.4,1330.7,1330.7,1320.4,1323.1,55.0,0.4,18589.96,18590.44,18469.67,18517.23,8.68E7
2016-07-22,2166.47,2175.11,2163.24,2175.03,3.02328E9,0.4,1315.7,1319.3,1313.8,1319.3,548.0,0.4,18524.15,18571.3,18491.59,18570.85,8.771E7
2016-07-25,2173.71,2173.71,2161.95,2168.48,3.05724E9,0.4,1315.2,1320.7,1315.2,1320.7,63.0,0.4,18554.49,18555.69,18452.62,18493.06,7.681E7
2016-07-26,2168.97,2173.54,2160.18,2169.18,3.44235E9,0.4,1326.0,1326.6,1326.0,1326.6,215388.0,0.4,18497.37,18522.47,18387.22,18473.75,8.537E7
2016-07-27,2169.81,2174.98,2159.07,2166.58,3.9955E9,0.4,1339.5,1344.3,1330.1,1332.3,56908.0,0.4,18473.27,18542.39,18430.94,18472.17,1.1137E8
2016-07-28,2166.05,2172.85,2159.74,2170.06,3.66424E9,0.4,1333.2,1353.3,1325.8,1349.0,6076.0,0.4,18461.01,18483.26,18368.82,18456.35,8.575E7
2016-07-29,2168.83,2177.09,2163.49,2173.6,4.03884E9,0.3,1348.8,1353.5,1345.6,1351.4,1257.0,0.3,18442.52,18466.55,18371.12,18432.24,1.1155E8
2016-08-01,2173.15,2178.29,2166.21,2170.84,3.50599E9,0.4,1352.1,1366.0,1346.6,1364.4,2941.0,0.4,18434.5,18467.03,18355.75,18404.51,8.347E7
2016-08-02,2169.94,2170.2,2147.58,2157.03,3.84875E9,0.4,1362.4,1364.7,1353.3,1356.1,715.0,0.4,18401.15,18403.65,18247.79,18313.77,8.968E7
2016-08-03,2156.81,2163.79,2152.56,2163.79,3.78653E9,0.4,1354.4,1361.6,1347.0,1358.8,381.0,0.4,18313.08,18355.0,18283.23,18355.0,7.855E7
2016-08-04,2163.51,2168.19,2159.07,2164.25,3.7092E9,0.4,1357.6,1360.8,1333.7,1336.4,1107.0,0.4,18351.43,18397.87,18325.17,18352.05,6.45E7
2016-08-05,2168.79,2182.87,2168.79,2182.87,3.66307E9,0.4,1330.0,1335.4,1327.8,1333.4,587.0,0.4,18402.8,18543.53,18402.8,18543.53,9.242E7
2016-08-08,2183.76,2185.44,2177.85,2180.89,3.32755E9,0.4,1331.8,1339.4,1328.5,1339.0,620.0,0.4,18541.89,18569.31,18502.03,18529.29,7.181E7
2016-08-09,2182.24,2187.66,2178.61,2181.74,3.3343E9,0.4,1344.8,1354.2,1344.3,1344.3,110.0,0.4,18538.05,18585.32,18507.75,18533.05,6.009E7
2016-08-10,2182.81,2183.41,2172.0,2175.49,3.25495E9,0.4,1341.6,1350.4,1334.8,1342.5,666.0,0.4,18541.48,18561.75,18468.78,18495.66,6.278E7
2016-08-11,2177.97,2188.45,2177.97,2185.79,3.42316E9,0.4,1336.8,1351.8,1333.2,1335.8,113.0,0.4,18519.08,18638.34,18519.08,18613.52,7.147E7
2016-08-12,2183.74,2186.28,2179.42,2184.05,3.00066E9,0.4,1336.5,1340.6,1333.6,1340.3,62.0,0.4,18595.65,18606.06,18535.86,18576.47,6.158E7
2016-08-15,2186.08,2193.81,2186.08,2190.15,3.07853E9,0.4,1342.2,1355.0,1341.0,1350.5,338.0,0.4,18588.59,18722.61,18559.93,18636.05,6.235E7
2016-08-16,2186.24,2186.24,2178.14,2178.15,3.1964E9,0.4,1345.5,1347.3,1338.6,1342.7,135.0,0.4,18614.48,18614.86,18550.65,18552.02,6.757E7
2016-08-17,2177.84,2183.08,2168.5,2182.22,3.38891E9,0.4,1351.3,1354.4,1348.2,1351.2,140.0,0.4,18537.09,18582.35,18468.68,18573.94,7.1E7
2016-08-18,2181.9,2187.03,2180.46,2187.02,3.30057E9,0.4,1350.1,1350.1,1338.6,1340.4,197.0,0.4,18566.54,18600.82,18533.29,18597.7,7.074E7
2016-08-19,2184.24,2185.0,2175.13,2183.87,3.0848E9,0.4,1334.4,1337.7,1333.3,1337.7,117.0,0.4,18585.17,18585.17,18491.24,18552.57,9.317E7
2016-08-22,2181.58,2185.15,2175.96,2182.64,2.77755E9,0.4,1337.0,1341.2,1334.3,1340.6,551.0,0.4,18535.86,18570.92,18466.86,18529.42,7.345E7
2016-08-23,2187.81,2193.42,2186.8,2186.9,3.04149E9,0.4,1337.2,1337.2,1322.9,1324.4,262.0,0.4,18568.94,18631.6,18545.52,18547.3,7.399E7
2016-08-24,2185.09,2186.66,2171.25,2175.44,3.14828E9,0.4,1321.4,1324.0,1317.0,1320.1,58.0,0.4,18537.5,18539.15,18448.27,18481.48,7.227E7
2016-08-25,2173.29,2179.0,2169.74,2172.47,2.96931E9,0.4,1323.8,1340.5,1320.1,1321.5,141.0,0.4,18471.21,18497.68,18431.46,18448.41,6.448E7
2016-08-26,2175.1,2187.94,2160.39,2169.04,3.34234E9,0.4,1315.0,1323.0,1315.0,1322.9,437.0,0.4,18467.92,18572.09,18335.34,18395.4,7.873E7
2016-08-29,2170.19,2183.48,2170.19,2180.38,2.65478E9,0.4,1322.0,1322.1,1308.0,1311.7,705.0,0.4,18421.29,18523.09,18419.92,18502.99,6.448E7
2016-08-30,2179.45,2182.27,2170.41,2176.12,3.0068E9,0.4,1310.3,1313.7,1306.3,1306.9,214.0,0.4,18491.28,18514.29,18408.52,18454.3,6.892E7
2016-08-31,2173.56,2173.79,2161.35,2170.95,3.76639E9,0.3,1305.3,1313.1,1301.5,1312.2,225.0,0.3,18436.7,18439.68,18333.56,18400.88,9.825E7
2016-09-01,2171.33,2173.56,2157.09,2170.86,3.39212E9,0.4,1309.6,1326.7,1309.2,1322.1,55.0,0.4,18396.57,18430.05,18295.48,18419.3,7.478E7
2016-09-02,2177.49,2184.87,2173.59,2179.98,3.09112E9,0.4,1323.3,1349.4,1323.2,1349.4,46.0,0.4,18466.01,18544.76,18439.1,18491.96,7.435E7
2016-09-06,2181.61,2186.57,2175.1,2186.48,3.44765E9,0.4,1348.4,1350.5,1343.9,1344.3,14.0,0.4,18493.4,18551.54,18450.32,18538.12,8.371E7
2016-09-07,2185.17,2187.87,2179.07,2186.16,3.31942E9,0.4,1344.8,1345.4,1335.7,1336.8,30.0,0.4,18527.71,18536.89,18474.77,18526.14,6.757E7
2016-09-08,2182.76,2184.94,2177.49,2181.3,3.72784E9,0.4,1338.5,1338.5,1328.0,1330.1,35.0,0.4,18486.69,18506.24,18446.69,18479.91,7.906E7
2016-09-09,2169.08,2169.08,2127.81,2127.81,4.23396E9,0.4,1327.0,1329.3,1319.9,1321.0,177.0,0.4,18404.17,18404.17,18085.45,18085.45,1.2067E8
2016-09-12,2120.86,2163.3,2119.12,2159.04,4.01048E9,0.4,1324.6,1324.6,1315.0,1319.0,79.0,0.4,18028.95,18358.69,17994.84,18325.07,1.0326E8
2016-09-13,2150.47,2150.47,2120.27,2127.02,4.14167E9,0.4,1319.2,1322.3,1319.2,1321.5,73.0,0.4,18262.99,18262.99,18028.06,18066.75,1.0283E8
2016-09-14,2127.86,2141.33,2119.9,2125.77,3.6641E9,0.4,1320.7,1320.7,1310.8,1313.5,37.0,0.4,18073.39,18163.48,17992.21,18034.77,1.0336E8
2016-09-15,2125.36,2151.31,2122.36,2147.26,3.37372E9,0.4,1312.2,1312.6,1305.8,1305.8,4.0,0.4,18024.91,18250.11,18015.49,18212.48,9.955E7
2016-09-16,2146.48,2146.48,2131.2,2139.16,5.01436E9,0.4,1313.5,1313.5,1313.5,1313.5,20.0,0.4,18217.21,18217.21,18070.21,18123.8,2.7851E8
2016-09-19,2143.99,2153.61,2135.91,2139.12,3.163E9,0.4,1313.7,1313.7,1313.7,1313.7,97.0,0.4,18154.82,18254.88,18093.05,18120.17,7.809E7
